,Bedroom,Bathroom,Toilet,Price,TypeOfHouse,Totalrooms
3005,3.0,3.0,3.0,3000000.0,1,9.0
3006,1.0,1.0,1.0,1500000.0,0,3.0
3008,3.0,4.0,4.0,1700000.0,0,11.0
3009,4.0,4.0,4.0,5000000.0,1,12.0
3010,1.0,1.0,1.0,600000.0,0,3.0
3011,3.0,3.0,4.0,3000000.0,0,10.0
3012,3.0,3.0,4.0,3000000.0,0,10.0
3013,3.0,3.0,4.0,3000000.0,0,10.0
3014,4.0,4.0,4.0,7000000.0,1,12.0
3016,4.0,5.0,5.0,5000000.0,0,14.0
3017,3.0,3.0,4.0,1300000.0,1,10.0
3018,1.0,1.0,2.0,700000.0,0,4.0
3019,3.0,3.0,3.0,750000.0,0,9.0
3020,3.0,3.0,3.0,750000.0,0,9.0
3021,4.0,4.0,5.0,6500000.0,0,13.0
3022,2.0,2.0,2.0,1300000.0,0,6.0
3023,2.0,3.0,3.0,750000.0,0,8.0
3024,3.0,3.0,4.0,1200000.0,0,10.0
3025,4.0,4.0,5.0,3200000.0,1,13.0
3026,4.0,3.0,4.0,4000000.0,0,11.0
3027,3.0,4.0,4.0,7000000.0,0,11.0
3028,5.0,5.0,6.0,6500000.0,1,16.0
3029,3.0,3.0,3.0,5000000.0,1,9.0
3032,3.0,2.0,2.0,900000.0,0,7.0
3033,3.0,3.0,4.0,2000000.0,0,10.0
3034,4.0,4.0,5.0,3500000.0,1,13.0
3035,4.0,2.0,2.0,1700000.0,0,8.0
3036,4.0,4.0,5.0,5500000.0,0,13.0
3037,2.0,2.0,3.0,1100000.0,1,7.0
3038,4.0,4.0,5.0,1500000.0,1,13.0
3039,1.0,1.0,2.0,1200000.0,0,4.0
3040,3.0,3.0,3.0,1800000.0,0,9.0
3041,3.0,3.0,4.0,1500000.0,0,10.0
3042,1.0,1.0,1.0,1500000.0,0,3.0
3043,5.0,5.0,5.0,7000000.0,1,15.0
3044,1.0,1.0,1.0,7000000.0,0,3.0
3045,3.0,3.0,4.0,1500000.0,1,10.0
3046,4.0,5.0,5.0,4800000.0,0,14.0
3047,1.0,1.0,1.0,7000000.0,0,3.0
3048,4.0,4.0,5.0,7000000.0,1,13.0
3049,4.0,4.0,5.0,7000000.0,1,13.0
3050,1.0,1.0,1.0,3000000.0,0,3.0
3051,2.0,2.0,3.0,3000000.0,0,7.0
3052,2.0,2.0,2.0,2500000.0,0,6.0
3053,3.0,3.0,4.0,1600000.0,0,10.0
3054,1.0,1.0,1.0,7000000.0,0,3.0
3055,2.0,2.0,3.0,3500000.0,0,7.0
3056,1.0,1.0,1.0,7000000.0,1,3.0
3057,1.0,1.0,3.0,2500000.0,0,5.0
3058,4.0,4.0,5.0,5000000.0,1,13.0
3059,3.0,3.0,4.0,4000000.0,0,10.0
3060,6.0,6.0,6.0,7000000.0,1,18.0
3061,2.0,2.0,3.0,7000000.0,0,7.0
3063,3.0,3.0,4.0,1000000.0,0,10.0
3064,3.0,3.0,5.0,3500000.0,0,11.0
3065,5.0,5.0,6.0,4500000.0,0,16.0
3066,1.0,1.0,1.0,450000.0,1,3.0
3068,4.0,4.0,5.0,3500000.0,0,13.0
3069,3.0,2.0,2.0,800000.0,0,7.0
3070,3.0,3.0,4.0,500000.0,0,10.0
3071,2.0,3.0,3.0,500000.0,0,8.0
3072,1.0,2.0,2.0,250000.0,0,5.0
3073,2.0,2.0,2.0,400000.0,0,6.0
3074,3.0,3.0,3.0,400000.0,0,9.0
3075,2.0,2.0,3.0,550000.0,0,7.0
3076,2.0,3.0,3.0,550000.0,0,8.0
3077,3.0,4.0,4.0,650000.0,0,11.0
3078,3.0,4.0,4.0,400000.0,0,11.0
3079,2.0,2.0,3.0,400000.0,0,7.0
3080,2.0,3.0,3.0,500000.0,0,8.0
3081,3.0,3.0,3.0,500000.0,0,9.0
3082,1.0,1.0,1.0,250000.0,0,3.0
3084,1.0,1.0,1.0,250000.0,0,3.0
3085,1.0,1.0,1.0,250000.0,0,3.0
3087,2.0,3.0,3.0,300000.0,0,8.0
3088,1.0,1.0,1.0,250000.0,0,3.0
3089,1.0,1.0,1.0,250000.0,0,3.0
3091,2.0,2.0,2.0,300000.0,0,6.0
3093,2.0,2.0,2.0,400000.0,0,6.0
3094,1.0,1.0,1.0,250000.0,0,3.0
3095,2.0,2.0,2.0,500000.0,0,6.0
3096,3.0,3.0,4.0,650000.0,0,10.0
3097,2.0,2.0,2.0,350000.0,0,6.0
3098,2.0,2.0,2.0,550000.0,0,6.0
3099,2.0,2.0,2.0,400000.0,0,6.0
3100,1.0,1.0,1.0,250000.0,0,3.0
3102,2.0,2.0,2.0,500000.0,0,6.0
3103,2.0,2.0,2.0,450000.0,0,6.0
3104,3.0,3.0,4.0,650000.0,0,10.0
3105,2.0,2.0,2.0,550000.0,0,6.0
3106,4.0,4.0,5.0,800000.0,0,13.0
3107,3.0,3.0,3.0,650000.0,0,9.0
3108,3.0,3.0,4.0,650000.0,0,10.0
3109,2.0,3.0,3.0,500000.0,0,8.0
3110,2.0,2.0,2.0,400000.0,0,6.0
3111,2.0,1.0,1.0,360000.0,0,4.0
3112,3.0,3.0,4.0,1800000.0,0,10.0
3113,4.0,4.0,5.0,3000000.0,0,13.0
3114,1.0,1.0,1.0,350009.0,0,3.0
3115,3.0,3.0,4.0,2500000.0,0,10.0
3116,1.0,8.0,8.0,3000000.0,0,17.0
3117,3.0,3.0,4.0,1800000.0,0,10.0
3118,2.0,2.0,3.0,1200000.0,0,7.0
3120,3.0,3.0,4.0,1500000.0,0,10.0
3121,1.0,1.0,1.0,500000.0,0,3.0
3123,3.0,3.0,3.0,1000000.0,0,9.0
3124,5.0,5.0,6.0,2000000.0,1,16.0
3126,4.0,3.0,3.0,3000000.0,0,10.0
3127,3.0,4.0,4.0,1500000.0,0,11.0
3128,3.0,3.0,4.0,1800000.0,0,10.0
3129,3.0,3.0,3.0,2000000.0,1,9.0
3130,4.0,4.0,5.0,2000000.0,0,13.0
3131,3.0,3.0,4.0,3000000.0,0,10.0
3132,2.0,2.0,3.0,1500000.0,0,7.0
3136,3.0,3.0,3.0,1500000.0,0,9.0
3137,3.0,3.0,4.0,1300000.0,0,10.0
3138,3.0,3.0,4.0,1300000.0,0,10.0
3139,3.0,3.0,4.0,1500000.0,0,10.0
3140,3.0,3.0,3.0,1300000.0,0,9.0
3142,1.0,1.0,1.0,1100000.0,0,3.0
3143,3.0,4.0,4.0,1400000.0,0,11.0
3144,1.0,1.0,1.0,700000.0,0,3.0
3145,4.0,4.0,5.0,2500000.0,1,13.0
3146,1.0,1.0,1.0,3000000.0,0,3.0
3147,2.0,3.0,3.0,1500000.0,0,8.0
3148,3.0,3.0,4.0,1500000.0,0,10.0
3149,2.0,2.0,2.0,700000.0,0,6.0
3150,3.0,3.0,4.0,1200000.0,0,10.0
3151,3.0,3.0,4.0,1500000.0,0,10.0
3152,1.0,1.0,1.0,700000.0,0,3.0
3153,1.0,1.0,1.0,400000.0,0,3.0
3154,1.0,1.0,1.0,500000.0,0,3.0
3155,1.0,1.0,1.0,250000.0,0,3.0
3156,6.0,5.0,6.0,2000000.0,1,17.0
3157,4.0,5.0,5.0,3000000.0,1,14.0
3158,1.0,1.0,1.0,400000.0,0,3.0
3159,3.0,3.0,4.0,1800000.0,0,10.0
3160,1.0,1.0,1.0,500000.0,0,3.0
3161,4.0,4.0,5.0,3000000.0,1,13.0
3162,4.0,4.0,5.0,2000000.0,0,13.0
3163,2.0,2.0,2.0,700000.0,0,6.0
3165,1.0,2.0,2.0,700000.0,0,5.0
3166,2.0,3.0,3.0,1200000.0,0,8.0
3167,1.0,1.0,1.0,400000.0,0,3.0
3169,3.0,3.0,4.0,2000000.0,0,10.0
3170,3.0,3.0,4.0,3000000.0,1,10.0
3171,3.0,4.0,4.0,2000000.0,0,11.0
3172,2.0,2.0,2.0,850000.0,0,6.0
3173,1.0,1.0,1.0,300000.0,0,3.0
3174,1.0,1.0,1.0,380000.0,0,3.0
3176,1.0,2.0,2.0,500000.0,0,5.0
3179,2.0,3.0,3.0,800000.0,0,8.0
3180,1.0,2.0,2.0,800000.0,0,5.0
3181,1.0,1.0,1.0,400000.0,0,3.0
3182,1.0,1.0,1.0,600000.0,0,3.0
3183,1.0,1.0,1.0,500000.0,0,3.0
3184,1.0,1.0,1.0,350000.0,0,3.0
3185,5.0,4.0,3.0,1000000.0,0,12.0
3186,1.0,1.0,1.0,500000.0,0,3.0
3187,1.0,1.0,1.0,350000.0,0,3.0
3188,1.0,1.0,1.0,600000.0,0,3.0
3189,3.0,3.0,4.0,1500000.0,0,10.0
3190,3.0,3.0,4.0,1500000.0,0,10.0
3191,3.0,3.0,4.0,1800000.0,0,10.0
3193,3.0,2.0,2.0,700000.0,0,7.0
3195,2.0,2.0,3.0,900000.0,0,7.0
3196,2.0,1.0,1.0,600000.0,0,4.0
3197,1.0,1.0,1.0,700000.0,0,3.0
3198,2.0,2.0,2.0,850000.0,0,6.0
3199,4.0,1.0,1.0,2000000.0,0,6.0
3200,3.0,3.0,4.0,1200000.0,0,10.0
3201,3.0,3.0,3.0,1000000.0,0,9.0
3202,3.0,2.0,3.0,800000.0,0,8.0
3204,3.0,3.0,3.0,1000000.0,0,9.0
3205,1.0,1.0,1.0,350000.0,0,3.0
3207,3.0,4.0,5.0,3000000.0,1,12.0
3210,2.0,1.0,1.0,1000000.0,0,4.0
3211,2.0,2.0,3.0,1000000.0,0,7.0
3212,2.0,2.0,3.0,1000000.0,0,7.0
3213,2.0,2.0,2.0,700000.0,0,6.0
3214,3.0,3.0,4.0,1500000.0,0,10.0
3215,3.0,3.0,4.0,2000000.0,0,10.0
3217,1.0,1.0,2.0,800000.0,0,4.0
3218,2.0,2.0,2.0,700000.0,0,6.0
3219,3.0,2.0,3.0,1200000.0,0,8.0
3221,3.0,3.0,4.0,1800000.0,0,10.0
3224,3.0,3.0,4.0,1500000.0,0,10.0
3225,1.0,1.0,1.0,400000.0,0,3.0
3227,3.0,3.0,4.0,2000000.0,0,10.0
3229,2.0,3.0,3.0,550000.0,0,8.0
3230,1.0,1.0,1.0,500000.0,0,3.0
3231,1.0,1.0,1.0,400000.0,0,3.0
3232,1.0,1.0,1.0,700000.0,0,3.0
3233,3.0,3.0,4.0,850000.0,0,10.0
3234,3.0,2.0,3.0,1000000.0,0,8.0
3237,3.0,2.0,2.0,850000.0,0,7.0
3239,3.0,3.0,4.0,1300000.0,0,10.0
3240,1.0,1.0,1.0,500000.0,0,3.0
3241,1.0,1.0,1.0,250000.0,0,3.0
3243,3.0,4.0,4.0,1600000.0,0,11.0
3244,1.0,1.0,1.0,350000.0,0,3.0
3245,3.0,2.0,2.0,650000.0,0,7.0
3246,3.0,3.0,3.0,1200000.0,0,9.0
3247,3.0,3.0,3.0,1000000.0,0,9.0
3248,3.0,3.0,3.0,1000000.0,0,9.0
3249,3.0,3.0,3.0,1300000.0,0,9.0
3250,3.0,3.0,3.0,1300000.0,0,9.0
3251,3.0,3.0,3.0,1300000.0,0,9.0
3252,2.0,2.0,2.0,2000000.0,0,6.0
3253,1.0,1.0,1.0,400000.0,0,3.0
3254,1.0,1.0,1.0,500000.0,0,3.0
3255,1.0,1.0,1.0,500000.0,0,3.0
3256,1.0,1.0,1.0,450000.0,0,3.0
3257,1.0,1.0,2.0,700000.0,0,4.0
3258,1.0,1.0,1.0,500000.0,0,3.0
3259,1.0,1.0,1.0,500000.0,0,3.0
3260,1.0,1.0,1.0,500000.0,0,3.0
3261,1.0,1.0,1.0,600000.0,0,3.0
3262,3.0,2.0,2.0,700000.0,0,7.0
3263,1.0,1.0,1.0,500000.0,0,3.0
3264,2.0,2.0,3.0,1000000.0,0,7.0
3265,1.0,1.0,1.0,250000.0,0,3.0
3266,2.0,2.0,2.0,850000.0,0,6.0
3267,4.0,4.0,5.0,3000000.0,0,13.0
3268,1.0,1.0,1.0,350000.0,0,3.0
3269,4.0,4.0,5.0,3000000.0,0,13.0
3270,1.0,1.0,1.0,300000.0,0,3.0
3271,3.0,3.0,4.0,1800000.0,0,10.0
3272,1.0,1.0,1.0,600000.0,0,3.0
3273,1.0,2.0,2.0,3000000.0,0,5.0
3274,3.0,3.0,4.0,1500000.0,0,10.0
3275,1.0,1.0,1.0,500000.0,0,3.0
3276,1.0,1.0,1.0,1000000.0,0,3.0
3277,1.0,1.0,1.0,450000.0,0,3.0
3278,3.0,3.0,3.0,700000.0,0,9.0
3279,3.0,2.0,2.0,800000.0,0,7.0
3280,1.0,1.0,1.0,1500000.0,0,3.0
3281,4.0,1.0,1.0,2500000.0,0,6.0
3282,1.0,1.0,1.0,450000.0,0,3.0
3283,3.0,3.0,4.0,1500000.0,0,10.0
3284,3.0,3.0,3.0,1000000.0,0,9.0
3285,1.0,1.0,1.0,400000.0,0,3.0
3286,2.0,2.0,3.0,1500000.0,0,7.0
3287,2.0,1.0,1.0,500000.0,0,4.0
3288,2.0,2.0,2.0,550000.0,0,6.0
3290,1.0,2.0,2.0,400000.0,0,5.0
3291,1.0,1.0,1.0,350000.0,0,3.0
3292,3.0,3.0,3.0,700000.0,0,9.0
3293,2.0,3.0,3.0,3000000.0,0,8.0
3294,1.0,1.0,1.0,400000.0,0,3.0
3295,1.0,1.0,1.0,450000.0,0,3.0
3296,1.0,1.0,1.0,300000.0,0,3.0
3297,2.0,2.0,2.0,600000.0,0,6.0
3298,3.0,3.0,3.0,2100000.0,0,9.0
3299,1.0,1.0,1.0,400000.0,0,3.0
3302,2.0,3.0,3.0,900000.0,0,8.0
3303,3.0,3.0,4.0,1000000.0,0,10.0
3304,3.0,2.0,3.0,800000.0,0,8.0
3305,3.0,3.0,4.0,1500000.0,0,10.0
3306,1.0,1.0,1.0,250000.0,0,3.0
3307,4.0,4.0,4.0,2000000.0,1,12.0
3309,3.0,3.0,3.0,1300000.0,0,9.0
3310,3.0,2.0,2.0,500000.0,0,7.0
3311,1.0,1.0,1.0,380000.0,0,3.0
3313,1.0,1.0,1.0,400000.0,0,3.0
3314,2.0,3.0,3.0,1250000.0,0,8.0
3315,1.0,1.0,1.0,550000.0,0,3.0
3316,1.0,1.0,1.0,400000.0,0,3.0
3317,3.0,3.0,4.0,1200000.0,0,10.0
3318,3.0,3.0,4.0,2000000.0,0,10.0
3319,1.0,1.0,1.0,400000.0,0,3.0
3320,1.0,1.0,1.0,450000.0,0,3.0
3321,1.0,1.0,1.0,400000.0,0,3.0
3322,1.0,1.0,1.0,250000.0,0,3.0
3323,1.0,1.0,1.0,400000.0,0,3.0
3324,1.0,1.0,1.0,300000.0,0,3.0
3325,3.0,3.0,4.0,800000.0,0,10.0
3326,1.0,1.0,1.0,250000.0,0,3.0
3327,2.0,2.0,3.0,900000.0,0,7.0
3328,2.0,3.0,3.0,1000000.0,0,8.0
3329,2.0,2.0,1.0,700000.0,0,5.0
3331,2.0,1.0,1.0,1500000.0,0,4.0
3332,1.0,1.0,1.0,250000.0,0,3.0
3333,1.0,1.0,1.0,1500000.0,0,3.0
3334,3.0,3.0,3.0,3000000.0,0,9.0
3335,1.0,1.0,1.0,450000.0,0,3.0
3336,3.0,3.0,4.0,1200000.0,0,10.0
3337,1.0,1.0,1.0,400000.0,0,3.0
3338,3.0,3.0,3.0,1300000.0,0,9.0
3339,1.0,1.0,1.0,350000.0,0,3.0
3340,3.0,3.0,3.0,1500000.0,0,9.0
3341,1.0,1.0,1.0,3000000.0,0,3.0
3342,1.0,1.0,1.0,450000.0,0,3.0
3343,1.0,1.0,1.0,400000.0,0,3.0
3344,3.0,3.0,3.0,3000000.0,0,9.0
3345,1.0,2.0,1.0,600000.0,0,4.0
3346,3.0,2.0,2.0,800000.0,0,7.0
3347,2.0,2.0,3.0,700000.0,0,7.0
3348,1.0,1.0,1.0,700000.0,0,3.0
3349,3.0,2.0,2.0,800000.0,0,7.0
3350,2.0,3.0,3.0,700000.0,0,8.0
3352,3.0,3.0,3.0,800000.0,0,9.0
3353,5.0,2.0,2.0,1500000.0,0,9.0
3354,1.0,1.0,1.0,350000.0,0,3.0
3355,3.0,2.0,2.0,1000000.0,0,7.0
3356,3.0,3.0,3.0,1000000.0,0,9.0
3357,3.0,3.0,4.0,1300000.0,0,10.0
3358,1.0,1.0,1.0,500000.0,0,3.0
3359,1.0,1.0,1.0,700000.0,0,3.0
3360,1.0,1.0,1.0,450000.0,0,3.0
3361,1.0,1.0,1.0,300000.0,0,3.0
3362,3.0,3.0,4.0,1500000.0,0,10.0
3363,2.0,2.0,3.0,600000.0,0,7.0
3364,1.0,1.0,1.0,400000.0,0,3.0
3366,1.0,1.0,1.0,350000.0,0,3.0
3367,3.0,3.0,3.0,1300000.0,0,9.0
3369,1.0,1.0,1.0,450000.0,0,3.0
3370,3.0,3.0,4.0,1800000.0,0,10.0
3371,1.0,1.0,2.0,600000.0,0,4.0
3372,1.0,2.0,2.0,600000.0,0,5.0
3373,1.0,1.0,1.0,300000.0,0,3.0
3374,1.0,2.0,2.0,800000.0,0,5.0
3375,1.0,1.0,1.0,450000.0,0,3.0
3376,1.0,1.0,1.0,500000.0,0,3.0
3377,1.0,1.0,1.0,500000.0,0,3.0
3378,1.0,1.0,1.0,400000.0,0,3.0
3379,2.0,3.0,3.0,3000000.0,0,8.0
3380,1.0,1.0,1.0,500000.0,0,3.0
3381,1.0,1.0,1.0,250000.0,0,3.0
3382,2.0,1.0,2.0,400000.0,0,5.0
3383,2.0,2.0,3.0,550000.0,0,7.0
3384,2.0,2.0,2.0,900000.0,0,6.0
3385,4.0,4.0,4.0,3000000.0,1,12.0
3386,1.0,1.0,1.0,1400000.0,0,3.0
3387,2.0,2.0,2.0,1500000.0,0,6.0
3388,3.0,3.0,4.0,1800000.0,0,10.0
3389,1.0,1.0,1.0,250000.0,0,3.0
3390,1.0,1.0,1.0,2500000.0,0,3.0
3391,1.0,1.0,1.0,400000.0,0,3.0
3392,2.0,3.0,3.0,1200000.0,0,8.0
3393,4.0,1.0,1.0,3000000.0,1,6.0
3395,2.0,3.0,3.0,1000000.0,0,8.0
3396,2.0,2.0,3.0,900000.0,0,7.0
3397,2.0,2.0,3.0,800000.0,0,7.0
3398,3.0,3.0,4.0,1800000.0,0,10.0
3399,3.0,3.0,4.0,1800000.0,0,10.0
3400,1.0,1.0,1.0,400000.0,0,3.0
3401,1.0,2.0,2.0,700000.0,0,5.0
3402,1.0,1.0,1.0,872210.0,0,3.0
3403,1.0,1.0,1.0,3000000.0,0,3.0
3404,4.0,4.0,4.0,3000000.0,1,12.0
3405,1.0,1.0,1.0,500000.0,0,3.0
3406,2.0,2.0,2.0,700000.0,0,6.0
3407,2.0,2.0,2.0,800000.0,0,6.0
3408,1.0,1.0,2.0,450000.0,0,4.0
3409,1.0,1.0,1.0,500000.0,0,3.0
3410,1.0,1.0,2.0,600000.0,0,4.0
3411,1.0,1.0,1.0,450000.0,0,3.0
3413,2.0,2.0,3.0,900000.0,0,7.0
3414,3.0,2.0,2.0,800000.0,0,7.0
3415,1.0,2.0,2.0,700000.0,0,5.0
3416,1.0,1.0,1.0,400000.0,0,3.0
3417,1.0,1.0,1.0,700000.0,0,3.0
3418,1.0,2.0,2.0,450000.0,0,5.0
3419,1.0,1.0,1.0,500000.0,0,3.0
3420,3.0,1.0,1.0,750000.0,0,5.0
3421,4.0,4.0,5.0,3000000.0,1,13.0
3422,1.0,1.0,1.0,380000.0,0,3.0
3423,1.0,1.0,1.0,550000.0,0,3.0
3424,1.0,1.0,1.0,600000.0,0,3.0
3425,1.0,1.0,1.0,350000.0,0,3.0
3426,1.0,1.0,1.0,270000.0,0,3.0
3427,1.0,1.0,1.0,450000.0,0,3.0
3428,3.0,2.0,2.0,800000.0,0,7.0
3429,3.0,3.0,4.0,1300000.0,0,10.0
3430,3.0,3.0,4.0,1500000.0,0,10.0
3431,3.0,3.0,4.0,2300000.0,0,10.0
3432,4.0,4.0,5.0,2500000.0,0,13.0
3433,3.0,3.0,4.0,2500000.0,0,10.0
3434,3.0,3.0,4.0,2300000.0,0,10.0
3435,3.0,3.0,4.0,2500000.0,0,10.0
3436,3.0,3.0,3.0,1400000.0,0,9.0
3437,3.0,3.0,4.0,2500000.0,0,10.0
3438,2.0,2.0,3.0,2000000.0,0,7.0
3440,3.0,3.0,4.0,2500000.0,1,10.0
3442,2.0,2.0,2.0,700000.0,0,6.0
3443,3.0,3.0,3.0,850000.0,0,9.0
3444,2.0,2.0,3.0,750000.0,0,7.0
3445,3.0,2.0,3.0,850000.0,0,8.0
3446,1.0,1.0,1.0,650000.0,0,3.0
3447,3.0,3.0,4.0,1500000.0,0,10.0
3448,2.0,2.0,2.0,600000.0,0,6.0
3449,3.0,3.0,4.0,1500000.0,0,10.0
3451,2.0,2.0,3.0,1000000.0,0,7.0
3452,2.0,2.0,2.0,800000.0,0,6.0
3453,3.0,3.0,4.0,1800000.0,0,10.0
3454,1.0,1.0,1.0,450000.0,0,3.0
3456,2.0,2.0,3.0,1300000.0,0,7.0
3457,2.0,2.0,3.0,550000.0,0,7.0
3458,1.0,1.0,1.0,450000.0,0,3.0
3460,2.0,2.0,3.0,900000.0,0,7.0
3461,2.0,2.0,3.0,1000000.0,0,7.0
3462,1.0,1.0,1.0,400000.0,0,3.0
3463,3.0,3.0,4.0,2500000.0,0,10.0
3464,2.0,3.0,3.0,850000.0,0,8.0
3465,3.0,2.0,3.0,1000000.0,0,8.0
3466,3.0,3.0,4.0,1300000.0,0,10.0
3467,3.0,3.0,4.0,2000000.0,0,10.0
3468,3.0,2.0,3.0,1500000.0,0,8.0
3469,3.0,3.0,4.0,1600000.0,0,10.0
3470,3.0,3.0,4.0,2000000.0,0,10.0
3471,3.0,3.0,4.0,2000000.0,0,10.0
3472,5.0,5.0,6.0,2000000.0,1,16.0
3473,3.0,3.0,4.0,2500000.0,0,10.0
3474,4.0,4.0,5.0,2500000.0,1,13.0
3475,3.0,3.0,4.0,1500000.0,0,10.0
3476,2.0,3.0,3.0,1000000.0,0,8.0
3477,3.0,3.0,2.0,1300000.0,0,8.0
3478,3.0,3.0,3.0,700000.0,0,9.0
3479,2.0,3.0,3.0,900000.0,0,8.0
3480,2.0,2.0,2.0,700000.0,0,6.0
3481,2.0,3.0,3.0,1300000.0,0,8.0
3482,2.0,3.0,3.0,800000.0,0,8.0
3484,3.0,3.0,3.0,700000.0,0,9.0
3485,1.0,1.0,1.0,500000.0,0,3.0
3486,3.0,3.0,3.0,1200000.0,0,9.0
3487,1.0,2.0,2.0,800000.0,0,5.0
3488,2.0,3.0,3.0,1300000.0,0,8.0
3489,2.0,1.0,1.0,1000000.0,0,4.0
3491,3.0,3.0,4.0,1100000.0,0,10.0
3492,2.0,2.0,2.0,700000.0,0,6.0
3493,3.0,3.0,3.0,900000.0,0,9.0
3494,2.0,3.0,3.0,1000000.0,0,8.0
3495,3.0,3.0,4.0,2500000.0,0,10.0
3496,2.0,2.0,3.0,800000.0,0,7.0
3497,3.0,4.0,4.0,2000000.0,0,11.0
3498,1.0,1.0,1.0,500000.0,0,3.0
3499,2.0,1.0,1.0,450000.0,0,4.0
3500,2.0,1.0,2.0,650000.0,0,5.0
3501,2.0,1.0,1.0,1200000.0,0,4.0
3503,1.0,1.0,1.0,450000.0,0,3.0
3504,2.0,2.0,2.0,800000.0,0,6.0
3505,3.0,4.0,4.0,2500000.0,1,11.0
3506,3.0,3.0,4.0,1500000.0,0,10.0
3507,3.0,3.0,3.0,1200000.0,0,9.0
3508,2.0,2.0,2.0,900000.0,0,6.0
3509,3.0,3.0,4.0,1500000.0,1,10.0
3510,3.0,2.0,3.0,900000.0,0,8.0
3511,1.0,1.0,1.0,450000.0,0,3.0
3513,3.0,3.0,4.0,2500000.0,1,10.0
3514,1.0,1.0,1.0,500000.0,1,3.0
3515,3.0,3.0,4.0,2500000.0,0,10.0
3516,3.0,3.0,4.0,2500000.0,0,10.0
3517,3.0,4.0,4.0,2500000.0,0,11.0
3518,2.0,3.0,3.0,1000000.0,0,8.0
3519,2.0,3.0,3.0,1000000.0,0,8.0
3520,3.0,3.0,4.0,2500000.0,0,10.0
3521,2.0,2.0,3.0,700000.0,0,7.0
3522,2.0,1.0,1.0,650000.0,0,4.0
3523,1.0,1.0,1.0,250000.0,0,3.0
3524,2.0,2.0,2.0,500000.0,0,6.0
3526,1.0,2.0,2.0,400000.0,0,5.0
3528,1.0,1.0,1.0,250000.0,0,3.0
3529,3.0,3.0,4.0,1500000.0,0,10.0
3530,3.0,3.0,4.0,1000000.0,1,10.0
3531,3.0,3.0,4.0,1300000.0,0,10.0
3532,2.0,2.0,3.0,1000000.0,0,7.0
3533,1.0,1.0,1.0,2500000.0,0,3.0
3534,3.0,3.0,4.0,1200000.0,0,10.0
3535,1.0,1.0,1.0,700000.0,0,3.0
3536,3.0,3.0,4.0,2500000.0,1,10.0
3537,1.0,1.0,2.0,800000.0,0,4.0
3538,2.0,2.0,3.0,800000.0,0,7.0
3539,4.0,4.0,5.0,2500000.0,1,13.0
3540,3.0,3.0,4.0,2500000.0,0,10.0
3541,2.0,2.0,2.0,1000000.0,0,6.0
3542,2.0,2.0,3.0,1000000.0,0,7.0
3543,2.0,3.0,3.0,900000.0,0,8.0
3544,2.0,2.0,3.0,1000000.0,0,7.0
3545,3.0,3.0,4.0,1200000.0,0,10.0
3546,1.0,1.0,1.0,700000.0,0,3.0
3547,2.0,2.0,4.0,1200000.0,0,8.0
3548,3.0,3.0,4.0,2500000.0,0,10.0
3549,3.0,3.0,4.0,1500000.0,0,10.0
3551,3.0,2.0,4.0,2500000.0,0,9.0
3552,4.0,4.0,5.0,2500000.0,1,13.0
3553,1.0,2.0,2.0,400000.0,0,5.0
3554,1.0,1.0,1.0,400000.0,0,3.0
3555,3.0,3.0,4.0,1600000.0,0,10.0
3556,3.0,3.0,5.0,2500000.0,0,11.0
3557,3.0,3.0,4.0,2000000.0,1,10.0
3558,2.0,2.0,3.0,700000.0,0,7.0
3559,3.0,3.0,4.0,800000.0,0,10.0
3560,2.0,2.0,3.0,1000000.0,0,7.0
3561,3.0,2.0,3.0,1000000.0,0,8.0
3562,2.0,2.0,3.0,1000000.0,0,7.0
3563,3.0,3.0,4.0,1200000.0,0,10.0
3564,3.0,3.0,3.0,1500000.0,1,9.0
3565,3.0,2.0,2.0,700000.0,0,7.0
3566,1.0,1.0,1.0,500000.0,0,3.0
3567,1.0,1.0,1.0,450000.0,0,3.0
3568,2.0,2.0,3.0,1800000.0,0,7.0
3569,2.0,2.0,3.0,700000.0,0,7.0
3570,1.0,1.0,1.0,500000.0,0,3.0
3571,2.0,2.0,3.0,700000.0,0,7.0
3572,3.0,4.0,4.0,1500000.0,0,11.0
3573,3.0,3.0,4.0,1500000.0,0,10.0
3574,3.0,3.0,3.0,600000.0,0,9.0
3575,1.0,1.0,1.0,450000.0,0,3.0
3576,3.0,3.0,3.0,1500000.0,0,9.0
3577,1.0,1.0,1.0,500000.0,0,3.0
3578,3.0,3.0,3.0,1200000.0,0,9.0
3579,3.0,2.0,2.0,700000.0,0,7.0
3580,2.0,2.0,3.0,800000.0,0,7.0
3581,1.0,1.0,1.0,500000.0,0,3.0
3582,1.0,1.0,1.0,500000.0,0,3.0
3583,1.0,1.0,1.0,450000.0,0,3.0
3584,3.0,3.0,4.0,900000.0,0,10.0
3585,1.0,1.0,1.0,500000.0,0,3.0
3586,5.0,5.0,5.0,2500000.0,1,15.0
3587,4.0,4.0,4.0,1500000.0,0,12.0
3588,1.0,1.0,1.0,2500000.0,1,3.0
3589,3.0,3.0,3.0,1200000.0,0,9.0
3590,3.0,3.0,3.0,1200000.0,0,9.0
3591,4.0,4.0,5.0,2500000.0,1,13.0
3592,1.0,1.0,2.0,300000.0,0,4.0
3593,1.0,1.0,1.0,500000.0,0,3.0
